CLUTCH_NUMBER	DATA_EGGS_FOUND	COLOR	MALE	FEMALE	REGION	POPULATION	MALE_STANDARD_LENGTH	MALE_MASS	FEMALE_STANDARD_LENGTH	FEMALE_MASS	MALE_LAT	MALE_LONG	FEMALE_LAT	FEMALE_LONG	TEMPERATURE	TANK	ROOM	CLUTCH_ORDER	DAYS_IN_TREATMENT	SAMPLE_NO	SL	MASS	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	1		0.0023	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	2		0.0017	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	3		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	4		0.0017	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	5		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	6		0.0018	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	7		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	8		0.0014	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	9		0.0016	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	10		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	11		0.0016	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	12		0.0012	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	13		0.0018	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	14		0.0010	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	15		0.0011	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	16		0.0021	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	17		0.0020	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	18		0.0023	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	19		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	20		0.0017	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	21		0.0021	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	22		0.0019	
38	16/12/2022	white	CPRE372	CPRE209	core	Pretty Patches	102.30	58.01	102.40	52.70	-16.622	146.042	-16.622	146.042	27	168	3	1	29	23		0.0014	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	1		0.0035	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	2		0.0036	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	3		0.0034	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	4		0.0036	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	5		0.0031	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	6		0.0032	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	7		0.0033	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	8		0.0035	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	9		0.0029	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	10		0.0026	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	11		0.0034	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	12		0.0031	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	13		0.0029	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	14		0.0028	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	15		0.0029	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	16		0.0028	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	17		0.0031	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	18		0.0029	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	19		0.0027	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	20		0.0026	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	21		0.0026	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	22		0.0029	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	23		0.0026	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	24		0.0027	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	25		0.0025	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	26		0.0023	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	27		0.0031	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	28		0.0025	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	29		0.0028	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	30		0.0024	
40	16/12/2022	mostly colored	CARL237	CARL219	core	Arlington Reef	91.50	36.70	86.50	31.03	-16.702	145.986	-16.702	145.986	27	247	3	1	29	31		0.0024	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	1		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	2		0.0049	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	3		0.0047	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	4		0.0049	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	5		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	6		0.0047	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	7		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	8		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	9		0.0049	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	10		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	11		0.0047	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	12		0.0048	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	13		0.0045	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	14		0.0043	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	15		0.0046	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	16		0.0044	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	17		0.0046	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	18		0.0043	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	19		0.0042	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	20		0.0043	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	21		0.0044	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	22		0.0038	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	23		0.0045	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	24		0.0039	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	25		0.0041	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	26		0.0044	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	27		0.0042	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	28		0.0044	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	29		0.0043	
46	17/12/2022	white	LCKM164	LCKM156	leading	Cockermouth Island	102.82	54.16	88.02	33.47	-20.772	149.398	-20.772	149.398	28.5	242	3	1	30	30		0.0044	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	1		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	2		0.0035	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	3		0.0031	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	4		0.0035	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	5		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	6		0.0035	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	7		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	8		0.0030	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	9		0.0033	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	10		0.0034	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	11		0.0033	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	12		0.0029	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	13		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	14		0.0030	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	15		0.0031	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	16		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	17		0.0029	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	18		0.0033	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	19		0.0031	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	20		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	21		0.0031	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	22		0.0028	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	23		0.0031	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	24		0.0034	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	25		0.0032	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	26		0.0027	
47	20/12/2022	white	CARL344	CARL370	core	Arlington Reef	80.34	23.91	83.54	29.23	-16.702	145.986	-16.702	145.986	30	112	3	1	32	27		0.0031	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	1		0.0038	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	2		0.0039	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	3		0.0038	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	4		0.0036	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	5		0.0039	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	6		0.0040	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	7		0.0036	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	8		0.0038	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	9		0.0035	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	10		0.0034	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	11		0.0035	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	12		0.0039	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	13		0.0035	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	14		0.0036	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	15		0.0039	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	16		0.0034	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	17		0.0036	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	18		0.0037	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	19		0.0034	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	20		0.0033	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	21		0.0034	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	22		0.0031	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	23		0.0037	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	24		0.0038	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	25		0.0031	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	26		0.0035	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	27		0.0032	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	28		0.0034	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	29		0.0035	
48	21/12/2022	white	CSUD013	CSUD017	core	Sudbury Reef	98.82	52.14	103.54	58.30	-16.996	146.202	-16.996	146.202	27	271	3	2	33	30		0.0035	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	1		0.0039	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	2		0.0036	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	3		0.0037	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	4		0.0036	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	5		0.0035	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	6		0.0034	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	7		0.0036	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	8		0.0034	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	9		0.0034	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	10		0.0037	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	11		0.0037	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	12		0.0034	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	13		0.0036	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	14		0.0037	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	15		0.0038	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	16		0.0036	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	17		0.0035	
49	22/12/2022	white	CVLA049	CVLA098	core	Vlassof Cay	90.00	36.79	96.32	43.73	-16.657	145.990	-16.657	145.990	28.5	137	3	3	34	18		0.0032	
