CLUTCH_NUMBER	DATA_EGGS_FOUND	COLOR	MALE	FEMALE	REGION	POPULATION	MALE_STANDARD_LENGTH	MALE_MASS	FEMALE_STANDARD_LENGTH	FEMALE_MASS	MALE_LAT	MALE_LONG	FEMALE_LAT	FEMALE_LONG	TEMPERATURE	TANK	ROOM	CLUTCH_ORDER	DAYS_IN_TREATMENT	SAMPLE_NO	SL	MASS	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	7		0.0040	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	8		0.0034	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	9		0.0037	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	10		0.0036	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	11		0.0038	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	12		0.0042	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	13		0.0044	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	14		0.0042	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	15		0.0043	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	16		0.0039	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	17		0.0041	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	18		0.0040	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	19		0.0041	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	20		0.0043	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	21		0.0040	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	22		0.0034	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	23		0.0042	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	24		0.0043	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	25		0.0038	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	26		0.0038	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	27		0.0038	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	28		0.0034	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	29		0.0040	
86	7/02/2023	white	CPRE391	CPRE390	core	Pretty Patches	84.13	25.00	89.12	36.19	-16.622	146.042	-16.622	146.042	30	204	3	1	81	30		0.0039	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	1		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	2		0.0055	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	3		0.0048	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	4		0.0046	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	5		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	6		0.0049	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	7		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	8		0.0049	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	9		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	10		0.0052	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	11		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	12		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	13		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	14		0.0055	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	15		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	16		0.0048	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	17		0.0049	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	18		0.0052	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	19		0.0048	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	20		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	21		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	22		0.0049	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	23		0.0056	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	24		0.0054	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	25		0.0051	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	26		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	27		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	28		0.0052	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	29		0.0050	
87	7/02/2023	white	CRUS426	CRUS360	core	Russel Island	88.13	35.28	92.98	38.40	-17.233	146.100	-17.233	146.100	28.5	6	2	1	81	30		0.0051	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	1		0.0045	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	2		0.0041	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	3		0.0043	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	4		0.0035	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	5		0.0041	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	6		0.0037	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	7		0.0042	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	8		0.0040	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	9		0.0038	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	10		0.0034	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	11		0.0040	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	12		0.0033	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	13		0.0041	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	14		0.0039	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	15		0.0042	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	16		0.0038	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	17		0.0034	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	18		0.0031	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	19		0.0037	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	20		0.0042	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	21		0.0039	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	22		0.0041	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	23		0.0039	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	24		0.0041	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	25		0.0039	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	26		0.0042	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	27		0.0040	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	28		0.0039	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	29		0.0034	
88	8/02/2023	white	CSUD312	CSUD304	core	Sudbury Reef	93.03	39.23	94.94	40.02	-16.996	146.202	-16.996	146.202	30	161	3	1	82	30		0.0040	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	1		0.0048	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	2		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	3		0.0051	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	4		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	5		0.0045	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	6		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	7		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	8		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	9		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	10		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	11		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	12		0.0045	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	13		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	14		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	15		0.0045	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	16		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	17		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	18		0.0044	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	19		0.0047	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	20		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	21		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	22		0.0050	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	23		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	24		0.0046	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	25		0.0048	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	26		0.0044	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	27		0.0045	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	28		0.0045	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	29		0.0049	
89	NA	NA	LCKM159	LCKM155	leading	Cockermouth Island	87.56	30.55	86.58	30.34	-20.772	149.398	-20.772	149.398	28.5	237	3	3	84	30		0.0046	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	1		0.0034	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	2		0.0039	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	3		0.0045	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	4		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	5		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	6		0.0034	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	7		0.0035	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	8		0.0041	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	9		0.0035	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	10		0.0037	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	11		0.0041	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	12		0.0036	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	13		0.0032	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	14		0.0040	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	15		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	16		0.0039	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	17		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	18		0.0036	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	19		0.0035	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	20		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	21		0.0037	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	22		0.0037	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	23		0.0036	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	24		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	25		0.0039	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	26		0.0034	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	27		0.0035	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	28		0.0040	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	29		0.0037	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	30		0.0038	
90	10/02/2023	white	CSAT265	CSAT264	core	Satellite Reef	102.28	48.84	104.10	54.34	-16.443	145.684	-16.443	145.684	28.5	37	2	1	84	31		0.0035	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	1		0.0050	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	2		0.0051	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	3		0.0050	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	4		0.0052	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	5		0.0050	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	6		0.0051	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	7		0.0052	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	8		0.0048	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	9		0.0050	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	10		0.0053	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	11		0.0052	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	12		0.0053	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	13		0.0050	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	14		0.0053	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	15		0.0052	
91	11/02/2023	white	CARL241	CARL239	core	Arlington Reef	97.40	45.17	NA	NA	-16.702	145.986	-16.702	145.986	27	150	3	3	85	16		0.0054	
