CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_SAMPLED	AGE_DAYS	DEV_TEMP	TANK	REP	LENGTH	MASS	EXPERIMENT	NOTES		
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	28.5	340	2	33.13	1.3884	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	28.5	340	2	27.30	0.8088	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	28.5	340	2	30.03	1.0628	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	28.5	340	2	31.70	1.2328	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	28.5	340	2	33.01	1.4717	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	31.25	0.9232	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	29.65	0.8303	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	35.69	1.3408	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	30.40	0.9591	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	31.88	1.0334	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	33.19	1.1141	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	32.01	1.1842	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	32.58	1.0836	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	30.25	0.8516	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	33.66	1.2925	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	27.41	0.6858	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	27.33	0.7653	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	31.33	1.0474	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	26.49	0.6507	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	143	1	29.13	0.6696	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	28.5	143	1	29.89	1.0515	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	28.5	143	1	28.73	1.0214	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	28.5	143	1	28.52	0.9510	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	28.5	143	1	30.68	1.2205	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	28.5	143	1	25.44	0.7241	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	340	2	36.04	1.7760	Resp			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	28.5	340	2	35.11	1.5542	Resp			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	30.80	1.3610	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	30.59	1.1920	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	30.27	1.1550	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	34.26	1.4364	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	35.62	1.5342	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	36.64	1.8323	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	30.96	1.0744	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	31.59	0.9970	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	29.77	0.9770	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	33.56	1.2365	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	32.37	1.0453	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	28.60	0.7057	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	31.15	0.9620	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	334	2	30.24	0.9458	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	30	334	2	28.24	0.8273	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	30	334	2	28.62	1.0142	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	30	334	2	30.43	1.1564	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	30	334	2	29.98	1.0779	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	30	334	2	29.62	1.0761	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	34.36	1.3000	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	35.54	1.4415	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	33.14	1.1218	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	31.08	0.9343	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	33.66	1.3449	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	31.44	1.1443	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	30.68	0.9151	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	30	150	1	31.26	0.9950	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	30	150	1	24.87	0.5790	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	30	150	1	36.89	2.0523	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	30	150	1	37.50	2.2504	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	30	150	1	32.73	1.3606	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	30	150	1	28.19	0.9565	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	11/06/2023	115	30	150	1	31.97	1.4177	Resp			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	11/06/2023	115	30	150	1	30.77	1.0487	Resp			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	23.98	0.4416	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	31.74	1.2610	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	31.04	0.9222	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	27.19	0.7106	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	32.75	1.1674	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	33.65	1.3248	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	30.60	0.9047	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	29.35	0.8722	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	30.42	0.9046	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	29.42	0.8515	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	30.43	0.8751	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	27.17	0.6797	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	27.66	0.6571	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	28.23	0.7110	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	28.36	0.7510	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	30.07	0.8915	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	25.59	0.5748	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	24.26	0.4607	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	22.66	0.4231	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	1	23.64	0.5184	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	29.88	1.1610	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	29.78	1.2700	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	28.06	0.9690	LN			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	26.28	0.7534	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	28.41	0.7865	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	29.98	0.8521	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	125	2	29.33	0.8550	growth			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	31.5	125	2	31.72	1.4655	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	31.5	125	2	34.34	1.6709	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	31.5	125	2	30.29	1.2728	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	31.5	125	2	26.85	0.7946	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	6/06/2023	110	31.5	125	2	30.46	1.1372	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	31.5	125	1	34.55	0.6451	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	31.5	125	1	37.66	0.8842	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	31.5	125	1	27.29	0.9063	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	31.5	125	1	30.98	1.3699	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	9/06/2023	113	31.5	125	1	39.46	1.0217	CTmax			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	2	30.63	1.1013	Resp			
87	CRUS426	CRUS360	core	Russel Island	16/02/2023	16/06/2023	120	31.5	358	2	30.93	1.1477	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	38.68	2.3940	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	37.81	2.1720	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	34.19	1.5830	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	39.51	2.5252	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	38.73	2.0863	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	39.47	2.3002	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	33.68	1.4169	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	338	2	34.87	1.4745	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	28.5	338	2	38.72	2.3020	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	28.5	338	2	35.69	1.9626	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	28.5	338	2	38.62	2.3402	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	28.5	338	2	41.26	3.1060	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	28.5	338	2	36.42	1.9799	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	38.98	1.8071	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	40.00	1.2833	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	37.85	1.1763	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	37.56	1.0595	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	43.10	1.6596	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	43.00	1.1015	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	43.42	1.2300	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	44.90	1.2980	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	44.47	1.3715	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	45.09	1.2440	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	44.98	1.3368	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	42.54	1.0306	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	37.46	0.6194	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	28.5	243	1	39.42	0.8003	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	28.5	243	1	26.85	0.8154	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	28.5	243	1	29.55	1.0272	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	28.5	243	1	33.35	1.4912	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	28.5	243	1	33.55	1.4830	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	28.5	243	1	32.70	1.4789	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	5/07/2023	135	28.5	338	2	39.20	2.1790	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	5/07/2023	135	28.5	338	2	40.67	2.6635	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	39.80	2.7700	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	40.59	2.7060	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	34.79	1.6600	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	37.80	1.9902	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	36.65	1.9162	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	32.24	1.3165	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	34.90	1.5630	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	332	2	37.90	1.9450	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	332	2	33.16	1.4848	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	332	2	31.15	1.2593	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	332	2	35.28	2.0047	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	332	2	39.65	2.7827	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	332	2	35.69	1.9348	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	na	na	growth	fish measurements were incorrect		
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	44.81	1.3102	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	46.82	1.5964	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	45.68	1.4685	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	29.00	0.9158	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	29.95	0.9466	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	28.60	0.7696	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	32.21	1.1237	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	30	252	1	30.24	0.9479	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	30	252	1	31.66	1.3145	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	30	252	1	33.61	1.7434	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	30	252	1	31.65	1.4231	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	30	252	1	32.79	1.5617	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	30	252	1	33.33	1.6053	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	252	1	30.55	0.9602	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	30	252	1	34.54	1.7622	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	356	2	34.78	1.5585	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	356	2	39.95	2.4614	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	356	2	34.78	1.4343	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	356	2	38.36	2.1883	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	356	2	36.57	2.1737	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	356	2	32.59	1.5827	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	356	2	32.06	1.3772	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	356	2	36.32	1.9680	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	356	2	31.51	1.2211	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	33.73	1.6650	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	35.29	1.7540	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	30.65	1.2710	LN			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	35.72	1.7094	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	33.16	1.4170	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	32.71	1.1775	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	30.13	0.9010	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	30.21	0.9819	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	18/07/2023	148	31.5	255	1	25.92	0.6113	growth			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	31.5	255	1	36.42	2.2927	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	31.5	255	1	29.06	1.0573	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	31.5	255	1	34.82	1.9416	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	31.5	255	1	35.48	1.9805	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	12/07/2023	142	31.5	255	1	29.86	1.3089	CTmax			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	255	1	30.53	1.2125	Resp			
90	CSAT265	CSAT264	core	Satellite Reef	20/02/2023	6/07/2023	136	31.5	255	1	30.24	1.1669	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	36.84	1.9640	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	33.51	1.4830	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	31.06	1.1590	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	35.42	1.5151	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	40.46	2.1720	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	31.51	1.0201	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	36.19	1.5784	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	32.11	1.0132	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	30.64	0.9564	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	33.44	1.1854	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	30.96	0.8419	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	33.02	1.0734	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	345	1	27.45	0.6523	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	28.5	345	1	32.59	1.3328	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	28.5	345	1	32.79	1.5218	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	28.5	345	1	33.91	1.5448	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	28.5	345	1	31.77	1.3273	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	28.5	345	1	33.03	1.4357	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	33.06	1.2468	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	36.46	1.6905	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	32.26	1.1212	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	32.98	1.1704	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	32.77	1.2250	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	33.56	1.3085	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	34.06	1.3236	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	33.17	1.1934	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	32.04	1.0259	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	26.93	0.6653	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	27.49	0.7247	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	28.5	238	2	24.13	0.4438	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	28.5	238	2	32.29	1.3224	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	28.5	238	2	32.89	1.4783	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	28.5	238	2	31.33	1.3210	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	28.5	238	2	31.02	1.2379	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	28.5	238	2	38.20	2.2029	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134	28.5	238	2	33.70	1.4824	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134	28.5	238	2	35.56	1.7490	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	38.34	2.6040	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	35.44	2.0560	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	27.61	0.9460	LN			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	35.52	1.3279	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	33.76	1.3623	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	29.07	0.8428	growth			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	18/07/2023	145	30	250	1	30.65	0.9909	growth			
