CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_CTMAX	AGE_DAYS	TRAY_COL	DEV_TEMP	TANK	REP	EXP_TANK	TRAY_ORD	LENGTH	MASS	RAMP_START_TIME	LOE_TIME	LOE_mean_JMD	LOE_TEMP_SENSOR	LOE_TEMP_HOBO	TEMP_DIFF	SURVIVAL_TIME	HOBO_OFFSET	LOE_TEMP_HOBO_ACTUAL	FIL_TEMP_DIFF	LOE_MEAN_EAS	EXPERIMENT	NOTES		
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	blue	31.5	227	1	1	3	24.58	0.5586	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	blue	31.5	227	1	1	5	29.27	1.0115	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	white	30	351	1	2	3	30.49	0.9659	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	white	30	351	1	2	2	32.33	1.2465	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119		30	351	1			33.51	1.2357	12:17:20 PM	6:31:00 PM					6:13:40				37.200	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	11/06/2023	129		31.5	355	1			34.83	1.5560	1:01:00 PM	7:18:00 PM					6:17:00				37.250	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	11/06/2023	129		31.5	355	1			39.28	2.1680	1:01:00 PM	7:18:00 PM					6:17:00				37.250	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	blue	31.5	227	1	1	2	27.84	0.9035	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	blue	31.5	227	1	1	1	29.91	0.9345	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	blue	31.5	355	1	2	1	28.00	0.7294	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	blue	31.5	355	1	2	4	29.63	0.9006	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	blue	31.5	355	1	2	3	32.53	1.3181	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	blue	31.5	355	1	2	2	32.77	1.3269	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	blue	31.5	355	1	2	5	34.50	1.6420	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	blue	31.5	227	1	1	4			12:17:20 PM						#VALUE!					CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	white	28.5	240	2	5	2			11:43:22 AM							0.111				CTmax			
102	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	27/02/2023	6/07/2023	129	blue	31.5	223	1	5	1			11:43:22 AM							0.111				CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	blue	28.5	237	2	2	3	30.32	0.9633	10:33:39 AM	4:49:00 PM	36.67	36.6	36.742	0.14	6:15:21	0.077	36.665	0.065	36.633	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	blue	28.5	237	2	2	1	29.86	0.9779	10:33:39 AM	4:49:00 PM	36.67	36.6	36.742	0.14	6:15:21	0.077	36.665	0.065	36.633	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	blue	28.5	237	2	2	4	31.08	1.0960	10:33:39 AM	4:49:00 PM	36.67	36.6	36.742	0.14	6:15:21	0.077	36.665	0.065	36.633	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	blue	28.5	237	2	2	5	34.82	1.4717	10:33:39 AM	4:52:00 PM	36.73	36.7	36.769	0.07	6:18:21	0.077	36.692	-0.008	36.696	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	white	30	129	2	2	5	27.35	0.7337	10:33:39 AM	4:56:00 PM	36.76	36.7	36.824	0.12	6:22:21	0.077	36.747	0.047	36.724	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	blue	28.5	142	1	1	4	27.36	0.7490	11:33:47 AM	5:20:00 PM	36.75	36.7	36.796	0.10	5:46:13	0.029	36.767	0.067	36.733	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	blue	28.5	142	1	1	1	33.38	1.3945	11:33:47 AM	5:20:00 PM	36.75	36.7	36.796	0.10	5:46:13	0.029	36.767	0.067	36.733	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	blue	28.5	142	1	1	5	28.84	0.9900	11:33:47 AM	5:25:00 PM	36.81	36.8	36.878	0.13	5:51:13	0.029	36.849	0.099	36.799	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	blue	28.5	142	1	1	3	31.77	1.2907	11:33:47 AM	5:25:00 PM	36.81	36.8	36.878	0.13	5:51:13	0.029	36.849	0.099	36.799	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	blue	28.5	142	1	1	2	33.57	1.4183	11:33:47 AM	5:25:00 PM	36.81	36.8	36.878	0.13	5:51:13	0.029	36.849	0.099	36.799	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132		28.5	237	2			29.74	0.9161	1:01:00 PM	6:52:00 PM					5:51:00				36.800	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132		28.5	237	2			34.58	1.5043	1:01:00 PM	6:58:00 PM					5:57:00				36.800	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132		31.5	259	1			29.41	0.9521	1:01:00 PM	6:58:00 PM					5:57:00				36.800	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	16/06/2023	126		28.5	246	1			35.51	1.4968	12:00:00 PM	5:55:00 PM					5:55:00				36.800	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	white	30	129	2	2	1	32.73	1.3666	10:33:39 AM	4:58:00 PM	36.84	36.8	36.878	0.08	6:24:21	0.077	36.801	0.001	36.801	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	blue	28.5	237	2	2	2	28.11	0.8732	10:33:39 AM	5:00:00 PM	36.85	36.8	36.905	0.11	6:26:21	0.077	36.828	0.028	36.814	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	white	30	129	2	2	3	27.95	0.8533	10:33:39 AM	5:00:00 PM	36.85	36.8	36.905	0.11	6:26:21	0.077	36.828	0.028	36.814	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	red	31.5	224	2	2	4	32.58	1.2994	10:33:39 AM	5:03:00 PM	36.91	36.9	36.960	0.11	6:29:21	0.077	36.883	0.033	36.867	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	red	28.5	337	2	6	4	27.77	0.7120	12:17:20 PM	6:15:00 PM	36.90	36.9			5:57:40				36.900	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	white	30	152	2	1	2	33.52	1.5706	11:33:47 AM	5:28:00 PM	36.92	36.9	36.933	0.03	5:54:13	0.029	36.904	0.004	36.902	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143		28.5	142	1			27.74	0.7842	11:33:47 AM	5:23:00 PM							36.920		36.920	Resp			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143		28.5	142	1			37.93	1.8860	11:33:47 AM	5:25:00 PM							36.920		36.920	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	blue	28.5	246	1	1	4	24.45	0.5883	10:33:39 AM	5:02:00 PM	36.93	36.9	36.960	0.06	6:28:21	0.007	36.953	0.053	36.926	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	blue	28.5	246	1	1	1	27.12	0.8715	10:33:39 AM	5:02:00 PM	36.93	36.9	36.960	0.06	6:28:21	0.007	36.953	0.053	36.926	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	red	31.5	128	2	1	4	28.33	0.8576	11:33:47 AM	5:32:00 PM	36.94	36.9	36.987	0.09	5:58:13	0.029	36.958	0.058	36.929	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	blue	28.5	246	1	1	2	23.25	0.5331	10:33:39 AM	5:04:00 PM	36.94	36.9	36.987	0.09	6:30:21	0.007	36.980	0.080	36.940	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	white	30	152	2	1	5	35.52	1.7185	11:33:47 AM	5:34:00 PM	36.96	36.9	37.015	0.12	6:00:13	0.029	36.986	0.086	36.943	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	red	31.5	128	2	1	1	29.46	1.0839	11:33:47 AM	5:34:00 PM	36.96	36.9	37.015	0.12	6:00:13	0.029	36.986	0.086	36.943	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	red	31.5	224	2	2	3	32.72	1.3857	10:33:39 AM	5:08:00 PM	37.04		37.042		6:34:21	0.077	36.965		36.965	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	6/06/2023	140		31.5	128	2			29.46	1.0839	10:33:39 AM	5:01:00 PM					6:27:21				36.970	Resp			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	red	28.5	337	2	6	3	33.14	1.3259	12:17:20 PM	6:19:00 PM	37.00	37.0			6:01:40				37.000	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	red	28.5	337	2	6	5	32.96	1.3393	12:17:20 PM	6:22:00 PM	37.00	37.0			6:04:40				37.000	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	red	28.5	337	2	6	2	34.06	1.4123	12:17:20 PM	6:20:00 PM	37.00	37.0			6:02:40				37.000	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	red	28.5	337	2	6	1	37.66	1.6032	12:17:20 PM	6:20:00 PM	37.00	37.0			6:02:40				37.000	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	white	30	152	1	6	5	26.52	0.7190	12:17:20 PM	6:22:00 PM	37.00	37.0			6:04:40				37.000	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132		31.5	259	1			30.68	1.0899	1:01:00 PM	7:06:00 PM					6:05:00				37.000	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	white	30	129	2	2	2	29.56	0.9943	10:33:39 AM	5:11:00 PM	37.10		37.096		6:37:21	0.077	37.019		37.019	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	white	30	129	2	2	4	29.53	1.0643	10:33:39 AM	5:11:00 PM	37.10		37.096		6:37:21	0.077	37.019		37.019	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	red	31.5	224	2	2	5	32.83	1.3372	10:33:39 AM	5:11:00 PM	37.10		37.096		6:37:21	0.077	37.019		37.019	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	red	31.5	224	2	2	2	35.21	1.8164	10:33:39 AM	5:11:00 PM	37.10		37.096		6:37:21	0.077	37.019		37.019	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	white	30	152	2	1	3	34.06	1.5833	11:33:47 AM	5:37:00 PM	37.03	37.0	37.069	0.07	6:03:13	0.029	37.040	0.040	37.020	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	white	30	152	2	1	4	39.17	2.3944	11:33:47 AM	5:39:00 PM	37.07	37.1	37.096	0.05	6:05:13	0.029	37.067	0.017	37.058	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	white	30	350	1	1	4	32.27	1.3320	10:33:39 AM	5:08:00 PM	37.07		37.069		6:34:21	0.007	37.062		37.062	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	red	31.5	257	1	1	2	28.86	1.0982	10:33:39 AM	5:08:00 PM	37.07		37.069		6:34:21	0.007	37.062		37.062	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	red	31.5	224	2	2	1	23.03	0.4614	10:33:39 AM	5:27:00 PM	37.11	36.9	37.370	0.52	6:53:21	0.077	37.293	0.443	37.072	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	white	30	152	2	1	1	32.65	1.4183	11:33:47 AM	5:39:00 PM	37.10	37.1	37.096	0.00	6:05:13	0.029	37.067	-0.033	37.083	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	red	31.5	128	2	1	5	29.72	1.0728	11:33:47 AM	5:39:00 PM	37.10	37.1	37.096	0.00	6:05:13	0.029	37.067	-0.033	37.083	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	red	31.5	128	2	1	2	36.85	2.1991	11:33:47 AM	5:42:00 PM	37.11	37.1	37.124	0.02	6:08:13	0.029	37.095	-0.005	37.097	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	white	30	152	1	6	3	35.52	1.7292	12:17:20 PM	6:29:00 PM	37.10	37.1			6:11:40				37.100	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	blue	31.5	357	1	6	5	26.08	0.5711	12:17:20 PM	6:26:00 PM	37.10	37.1			6:08:40				37.100	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	red	28.5	343	1	5	4	30.39	0.9711	12:17:20 PM	6:30:00 PM	37.10	37.1			6:12:40				37.100	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	red	28.5	343	1	5	2	32.55	1.2067	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	red	28.5	343	1	5	5	33.95	1.4867	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	red	28.5	138	2	3	1	26.74	0.6890	12:17:20 PM	6:23:00 PM	37.10	37.1			6:05:40				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	red	28.5	138	2	3	4	30.04	0.9012	12:17:20 PM	6:28:00 PM	37.10	37.1			6:10:40				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	red	28.5	138	2	3	2	29.14	0.9257	12:17:20 PM	6:28:00 PM	37.10	37.1			6:10:40				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	red	28.5	138	2	3	5	29.87	0.9870	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	16/06/2023	126		28.5	246	1			33.59	1.4248	12:00:00 PM	6:05:00 PM					6:05:00				37.100	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	white	30	132	2	3	2	32.45	1.1714	12:17:20 PM	6:22:00 PM	37.10	37.1			6:04:40				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	white	30	132	2	3	4	36.42	1.7767	12:17:20 PM	6:28:00 PM	37.10	37.1			6:10:40				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	white	30	132	2	3	5	41.43	2.1826	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	white	30	132	2	3	1	42.88	2.6554	12:17:20 PM		37.10	37.1			#VALUE!				37.100	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	6/06/2023	140		31.5	128	2			28.33	0.8576	10:33:39 AM	5:03:00 PM					6:29:21				37.130	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127		30	129	2			27.95	0.8533	10:33:39 AM	5:07:00 PM					6:33:21				37.130	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127		30	129	2			32.73	1.3666	10:33:39 AM	5:05:00 PM					6:31:21				37.130	Resp			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135		30	152	1			32.55	1.2987	12:17:20 PM	6:33:00 PM					6:15:40				37.140	Resp			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	9/06/2023	143	red	31.5	128	2	1	3	29.37	0.9953	11:33:47 AM	5:46:00 PM	37.16	37.2	37.178	0.03	6:12:13	0.029	37.149	-0.001	37.149	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	white	30	350	1	1	2	30.07	1.0707	10:33:39 AM	5:14:00 PM	37.21		37.206		6:40:21	0.007	37.199		37.199	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	red	31.5	257	1	1	3	30.86	1.2610	10:33:39 AM	5:14:00 PM	37.21		37.206		6:40:21	0.007	37.199		37.199	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135		30	152	1			36.19	1.6824	12:17:20 PM	6:31:00 PM					6:13:40				37.200	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	red	28.5	138	2	3	3	35.47	1.5532	12:17:20 PM		37.20	37.2			#VALUE!				37.200	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	9/06/2023	119		30	132	2			37.90	1.9504	11:33:47 AM	5:47:00 PM					6:13:13				37.220	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	blue	28.5	246	1	1	3	28.84	0.9720	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	blue	28.5	246	1	1	5	23.17	2.2183	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	white	30	350	1	1	3	28.86	0.9771	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	white	30	350	1	1	1	30.31	1.1156	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	white	30	350	1	1	5	33.83	1.5088	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	red	31.5	257	1	1	1	31.92	1.3905	10:33:39 AM	5:18:00 PM	37.23		37.233		6:44:21	0.007	37.226		37.226	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	9/06/2023	119		31.5	328	2			30.07	1.1015	11:33:47 AM	5:49:00 PM					6:15:13				37.230	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	red	31.5	257	1	1	4	32.22	1.4919	10:33:39 AM	5:20:00 PM	37.29		37.288		6:46:21	0.007	37.281		37.281	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	white	30	152	1	6	2	29.80	1.0305	12:17:20 PM	6:38:00 PM	37.30	37.3			6:20:40				37.300	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	white	30	152	1	6	4	35.24	1.7749	12:17:20 PM	6:36:00 PM	37.30	37.3			6:18:40				37.300	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	blue	31.5	357	1	6	4	27.50	0.7328	12:17:20 PM	6:38:00 PM	37.30	37.3			6:20:40				37.300	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	blue	31.5	357	1	6	3	28.13	0.8605	12:17:20 PM	6:38:00 PM	37.30	37.3			6:20:40				37.300	CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	blue	31.5	357	1	6	1	29.95	1.0333	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	white	30	352	1	5	5	32.14	1.1043	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	blue	31.5	328	2	3	1	27.63	0.7850	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	blue	31.5	328	2	3	5	29.87	0.9159	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	blue	31.5	328	2	3	2	30.83	1.0000	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	blue	31.5	328	2	3	3	31.25	1.2212	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	6/06/2023	116	red	31.5	257	1	1	5	37.98	2.4099	10:33:39 AM	5:23:00 PM	37.32	37.3	37.343	0.04	6:49:21	0.007	37.336	0.036	37.318	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	9/06/2023	119		30	132	2			37.32	1.4526	11:33:47 AM	5:49:00 PM					6:15:13				37.320	Resp			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	9/06/2023	119		31.5	328	2			34.03	1.4484	11:33:47 AM	5:52:00 PM					6:18:13				37.340	Resp			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	blue	31.5	357	1	6	2	31.04	1.1524	12:17:20 PM	6:24:00 PM	37.40	37.4			6:06:40				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	red	28.5	343	1	5	3	31.57	1.1508	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	red	28.5	343	1	5	1	35.47	1.5508	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	white	30	352	1	5	2	29.05	0.9562	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	white	30	352	1	5	1	33.25	1.2694	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	white	30	352	1	5	4	35.11	1.4967	12:17:20 PM	6:48:00 PM	37.40	37.4			6:30:40				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	white	30	352	1	5	3	35.13	1.6102	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	blue	31.5	259	1	5	4	28.06	0.8287	12:17:20 PM	6:48:00 PM	37.40	37.4			6:30:40				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	blue	31.5	259	1	5	2	29.59	0.9244	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	blue	31.5	259	1	5	1	29.43	0.9367	12:17:20 PM	6:48:00 PM	37.40	37.4			6:30:40				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	blue	31.5	259	1	5	3	29.77	0.9530	12:17:20 PM		37.40	37.4			#VALUE!				37.400	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	blue	31.5	259	1	5	5	31.95	1.2339	12:17:20 PM	6:51:00 PM	37.40	37.4			6:33:40				37.400	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	blue	31.5	328	2	3	4	33.62	1.3791	12:17:20 PM	6:48:00 PM	37.40	37.4			6:30:40				37.400	CTmax			
89	LCKM159	LCKM155	leading	Cockermouth Island	10/02/2023	1/06/2023	111	white	30	132	2	3	3	35.71	1.6724	12:17:20 PM						#VALUE!					CTmax			
60	LCKM159	LCKM155	leading	Cockermouth Island	17/01/2023	1/06/2023	135	white	30	152	1	6	1			12:17:20 PM						#VALUE!					CTmax			
107	CPRE521	CPRE524	core	Pretty Patches	5/03/2023	10/07/2023	127		30	149	1			33.08	1.4844	1:15:00 PM	7:06:00 PM					5:51:00				36.570	Resp			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	10/07/2023	125		28.5	347	2			36.53	2.0332	1:15:00 PM	7:11:00 PM					5:56:00				36.670	Resp			
